,Sentences,Predicted Class,True Class,Probabilities
1587,"ac/dc have done better, guitar solos to short,",neutral,positive,"[0.11676362156867981, 0.7843141555786133, 0.09892216324806213]"
1588,This cable doesn't work for Infiniti FX 2008 boss system.,negative,negative,"[0.8668186664581299, 0.11776024848222733, 0.015421119518578053]"
1589,Great. Hit!,positive,positive,"[0.021072836592793465, 0.05262152850627899, 0.9263056516647339]"
1590,Extremely nasty. Didn't watch after just a minute. Look for an edited version.,negative,negative,"[0.9153746962547302, 0.06894032657146454, 0.015684928745031357]"
1591,Lots of witty humor. So far so good!,positive,positive,"[0.014751237817108631, 0.07576806843280792, 0.9094806909561157]"
1592,I liked thanks,positive,positive,"[0.03296559303998947, 0.20557208359241486, 0.7614622712135315]"
1593,The plot is lame and there are so many flaws as relates to sailing.,negative,negative,"[0.6706109046936035, 0.312116801738739, 0.017272353172302246]"
1594,I have never heard such garbage.  Nuff said.,negative,negative,"[0.7791532278060913, 0.18521541357040405, 0.03563140705227852]"
1595,So addicted to this show now!,positive,positive,"[0.021540658548474312, 0.04601017013192177, 0.9324491620063782]"
1596,Many have already committed.  Nothing to add.  Wish it had been better.,neutral,negative,"[0.3199210464954376, 0.6103073358535767, 0.06977162510156631]"
1597,My husband and I love this movie. It has a great soundtrack.,positive,positive,"[0.015500633046030998, 0.046056974679231644, 0.9384424090385437]"
1598,sooo much better than temple run 1it is really good it is great great great  great it is so so good!,positive,positive,"[0.016888471320271492, 0.041408248245716095, 0.9417032599449158]"
1599,Love the old time game but limit play time so I won't go crazy playing. Response seems slow to me.,neutral,positive,"[0.11767341196537018, 0.8386553525924683, 0.04367129132151604]"
1600,A little hard to follow the argument; the soloists have one volume.,neutral,neutral,"[0.09281351417303085, 0.8756799101829529, 0.03150659054517746]"
1601,good story but it dragged on with details that made the book go on forever,neutral,neutral,"[0.07699749618768692, 0.8459795713424683, 0.0770229622721672]"
1602,found the movie didnt hold my attention at all.,negative,negative,"[0.7482717037200928, 0.23695769906044006, 0.014770648442208767]"
1603,Movie was good I enjoyed watching it but It was a bit complicated. Gives you a lot to think about.,neutral,neutral,"[0.057840634137392044, 0.8947170972824097, 0.04744222015142441]"
1604,"slow, slow, slow and very dull",negative,negative,"[0.801925539970398, 0.16345542669296265, 0.03461898863315582]"
1605,Did not like the idea of it,negative,negative,"[0.807966411113739, 0.17379678785800934, 0.01823675073683262]"
1606,"It was everything I expected, but it was a disaster movie, so...",negative,neutral,"[0.7943060398101807, 0.18643546104431152, 0.019258536398410797]"
1607,I loved every bit of it....,positive,positive,"[0.02628638781607151, 0.09498269110918045, 0.8787309527397156]"
1608,very bad sound quality,negative,negative,"[0.913067638874054, 0.07053498178720474, 0.016397392377257347]"
1609,Wow.Wow.Wow.Wow....wow. Wow. Wow. Wow. Wow.<br /><br />That is all.,positive,positive,"[0.04029650241136551, 0.06660301983356476, 0.8931005001068115]"
1610,Didn't notice really any difference....,neutral,negative,"[0.20224067568778992, 0.7089729905128479, 0.08878632634878159]"
1611,It never worked for me but think my Bluetooth or keyboard receiver caused it not to work,negative,negative,"[0.8600032925605774, 0.12774433195590973, 0.012252433225512505]"
1612,Amazing show.Wish they created more,positive,positive,"[0.015733715146780014, 0.05086419731378555, 0.9334021210670471]"
1613,"Stay away from this game. FREE TO PLAY, PAY TO WIN!",positive,negative,"[0.3136555254459381, 0.16469158232212067, 0.52165287733078]"
1614,Ducked terribly,negative,negative,"[0.8163172006607056, 0.15263275802135468, 0.03104998543858528]"
1615,"Great alternative for My phone, when im traveling and want to hear local radio.",positive,neutral,"[0.020905621349811554, 0.15687689185142517, 0.8222174644470215]"
1616,Such a fun game to play to pass the time.,positive,positive,"[0.01956547610461712, 0.1422564834356308, 0.8381780385971069]"
1617,Just as exciting as the first two books. Can't wait for the next one,positive,positive,"[0.022147923707962036, 0.13169358670711517, 0.846158504486084]"
1618,I love the game..but it lures you in and you do have to mind your budget...,neutral,neutral,"[0.0726543590426445, 0.633583128452301, 0.2937624752521515]"
1619,I bought it for the kids and I. Love it!,positive,positive,"[0.01741306111216545, 0.03701833635568619, 0.9455686211585999]"
1620,Much better than the TV show!,positive,positive,"[0.05450672656297684, 0.2461785078048706, 0.6993147730827332]"
1621,a awesome read,positive,positive,"[0.015929996967315674, 0.06402099877595901, 0.9200489521026611]"
1622,"Downloaded it for my young grandkids, but I think they are too young right now for it.",neutral,neutral,"[0.44128096103668213, 0.536554217338562, 0.022164808586239815]"
1623,"It's slow and not up to date. It doesn't refresh very often and it like I said, loads really slow.",negative,negative,"[0.5241758227348328, 0.4598376452922821, 0.01598656177520752]"
1624,I thought this was a cookbook but it's not so I didn't even read it.  Maybe I will someday get to it,negative,negative,"[0.6219341158866882, 0.34649598598480225, 0.0315699502825737]"
1625,"great movie, I must say I have seen it over 20 times and still like to watch it again.",positive,positive,"[0.014729560352861881, 0.05327867716550827, 0.9319917559623718]"
1626,I can't get into it like my neighbors have.  Sorry.,negative,neutral,"[0.8656362891197205, 0.11874793469905853, 0.015615667216479778]"
1627,Loved the scenery and time period. Worth seeing.,positive,positive,"[0.018094228580594063, 0.08491788804531097, 0.8969878554344177]"
1628,A great app for unwinding. One game a day keeps the shrink away. 😉,positive,positive,"[0.015176840126514435, 0.0557471364736557, 0.9290760159492493]"
1629,"Bought for bro, but this Kiss album is ok",neutral,neutral,"[0.07613416761159897, 0.854895293712616, 0.06897053122520447]"
1630,Best album of his career.,positive,positive,"[0.02798766829073429, 0.06749805808067322, 0.9045142531394958]"
1631,Game for my wifes kindle. Has no bad comments.,positive,negative,"[0.03559769690036774, 0.18080243468284607, 0.783599853515625]"
1632,nedd moore lights to be perfect about 35 moore,positive,negative,"[0.05598843842744827, 0.21092727780342102, 0.7330842614173889]"
1633,Deep. That he did save it didn't take away from his being drunk. Un-manage-ability in action.,negative,positive,"[0.7633947134017944, 0.20006221532821655, 0.03654303029179573]"
1634,It was ok kind of cool,neutral,neutral,"[0.05804822966456413, 0.8676929473876953, 0.07425881177186966]"
1635,Donna makes the whole show worth while.,positive,neutral,"[0.030335823073983192, 0.21879233419895172, 0.7508718371391296]"
1636,A very badly made unwatchable version. Does not follow the story in any basic way.,negative,negative,"[0.9053431153297424, 0.08179153501987457, 0.012865329161286354]"
1637,Jennifer lawrence is very good the plot is fair,positive,neutral,"[0.033870674669742584, 0.31017348170280457, 0.6559558510780334]"
1638,The cards are marked too small for playing late in the evening for us older folks..,negative,neutral,"[0.6120380163192749, 0.36680907011032104, 0.02115289494395256]"
1639,Check out my funky cd also [...],neutral,positive,"[0.09185560047626495, 0.47352132201194763, 0.434623122215271]"
1640,Can be challenging,neutral,positive,"[0.07878201454877853, 0.5574669241905212, 0.3637511134147644]"
1641,this small book was just right for the child wanting to hold it herself,neutral,neutral,"[0.12429121136665344, 0.6238346099853516, 0.251874178647995]"
1642,I think you should get to the next level even if u fail,neutral,negative,"[0.2440529763698578, 0.5834410190582275, 0.1725059151649475]"
1643,really<br />how do I give less than zero stars<br /><br />bust my Russell and Jennifer bubbles,negative,negative,"[0.48607295751571655, 0.26252585649490356, 0.2514011561870575]"
1644,I bought as a gift for my friend. It came on time and nicely boxed. My friend loved the gift:)...,positive,positive,"[0.02701525017619133, 0.12312207370996475, 0.8498626947402954]"
1645,I thought the game was decent and the storyline interesting,neutral,neutral,"[0.04307202622294426, 0.6362267732620239, 0.3207011818885803]"
1646,"Game is fun,but, it's hard to get enough points to keep you going for a while",neutral,neutral,"[0.05959678068757057, 0.8809280395507812, 0.05947520211338997]"
1647,good for what it is,positive,neutral,"[0.034917302429676056, 0.4032103419303894, 0.5618723630905151]"
1648,Son loved it so I am HAPPY!,positive,positive,"[0.017010914161801338, 0.03872920572757721, 0.9442598223686218]"
1649,the show was redicules,negative,negative,"[0.8256266117095947, 0.1466982364654541, 0.027675196528434753]"
1650,"Ordered the Scorch Trials for my son, received 10-Day green Smoothie Cleanse.",negative,negative,"[0.495579332113266, 0.30640724301338196, 0.19801339507102966]"
1651,"I was in the mood to watch this again, so it was great to be able to get it on instant video.",positive,positive,"[0.02450019121170044, 0.16890501976013184, 0.806594729423523]"
1652,Can't beat it for the price.,negative,positive,"[0.8465870022773743, 0.12457110732793808, 0.02884192019701004]"
1653,Good action!  Story was not quite that believable.,neutral,neutral,"[0.06700091063976288, 0.87734454870224, 0.055654510855674744]"
1654,One of the most original thrillers I've ever read absolutely superb,positive,positive,"[0.018959322944283485, 0.04987132176756859, 0.9311693906784058]"
1655,Disappointing.  Didn't have the normal pep of the other Bosch novels.,negative,neutral,"[0.7362500429153442, 0.25016072392463684, 0.013589202426373959]"
1656,Find it a bit boring but my wife like it.,neutral,neutral,"[0.08988088369369507, 0.8715102672576904, 0.03860881179571152]"
1657,"Please, for the love of all that is good, do not waste your money. Total crud.",negative,negative,"[0.8809743523597717, 0.0808168277144432, 0.038208793848752975]"
1658,I've ordered this twice from Amazon and each time Legend discs are housed in the Exodus packaging.,positive,negative,"[0.19757571816444397, 0.33060920238494873, 0.4718150198459625]"
1659,It is fine but it doesn't beat my other app,neutral,negative,"[0.12348230928182602, 0.8270835280418396, 0.04943419247865677]"
1660,Not as many ideas as we would have liked.  All bracelets really.,neutral,neutral,"[0.4200963079929352, 0.5555009841918945, 0.024402722716331482]"
1661,Loved the book. Kept on the edge  of my seat wanting to know what happened next. It was a good read.,positive,positive,"[0.021290551871061325, 0.17859752476215363, 0.8001119494438171]"
1662,Dated... sounds so old...  This was considered top of the psychedelic era by some.,negative,neutral,"[0.5149788856506348, 0.448861688375473, 0.03615939989686012]"
1663,Not as good as I remembered it being...,neutral,negative,"[0.2572278380393982, 0.7173192501068115, 0.025452878326177597]"
1664,very good game love it great way to pass time! Get to really play it and grow your city to be huge!,positive,positive,"[0.015444925054907799, 0.035191137343645096, 0.9493638873100281]"
1665,My 8 year old loves this game. I enjoy it too. It was too challenging for my 5 year old though.,positive,positive,"[0.03162170946598053, 0.2502194941043854, 0.7181588411331177]"
1666,I like the style of story telling.,neutral,neutral,"[0.04168207198381424, 0.5479731559753418, 0.4103447496891022]"
1667,That was really really scary. This movie was very lurid in detail. DO NOT watch if you are under 18.,negative,negative,"[0.8496789932250977, 0.11782732605934143, 0.03249368071556091]"
1668,Ebay needs to fix issues fast ! Keeps dropping connection!,negative,negative,"[0.890119194984436, 0.07887398451566696, 0.031006718054413795]"
1669,For me this is a cult film.  I watch it over and over.,positive,positive,"[0.1471283882856369, 0.3969402313232422, 0.4559314548969269]"
1670,To sexual  graphic not for Christian to read only read a few chapters,negative,negative,"[0.8795219659805298, 0.09962865710258484, 0.020849358290433884]"
1671,"Great movie, cant wait to read the book",positive,positive,"[0.014714051969349384, 0.05198182538151741, 0.9333040714263916]"
